Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
2523666;Quartucciu;Quartucciu;Quartuccio,Quartucciu;P;PPLA3;IT;Italy;;14;CA;092105;;11347;16;15;Europe/Rome;2014-04-13;Italy;39.25262, 9.17764
2523821;Petralia Sottana;Petralia Sottana;Petralia Sottana,Pitralia Suttana,Pitralìa Suttana,Sottana Petralia;P;PPLA3;IT;Italy;;15;PA;082056;;2738;1000;965;Europe/Rome;2014-04-13;Italy;37.80919, 14.09293
2523838;Pentone;Pentone;Pentone;P;PPLA3;IT;Italy;;03;CZ;079092;;1163;648;644;Europe/Rome;2014-01-11;Italy;38.98579, 16.5825
2523861;Pau;Pau;Pau;P;PPLA3;IT;Italy;;14;OR;095040;;299;315;304;Europe/Rome;2014-01-11;Italy;39.79167, 8.80222
2523872;Partanna;Partanna;Partanna;P;PPLA3;IT;Italy;;15;TP;081015;;10200;414;409;Europe/Rome;2014-04-13;Italy;37.7268, 12.88917
2524003;Nizza di Sicilia;Nizza di Sicilia;Nizza di Sicilia;P;PPLA3;IT;Italy;;15;ME;083061;;3615;9;20;Europe/Rome;2014-04-13;Italy;37.99081, 15.40956
2524050;Morgongiori;Morgongiori;Morgongiori;P;PPLA3;IT;Italy;;14;OR;095030;;775;351;362;Europe/Rome;2014-04-13;Italy;39.7463, 8.77041
2524078;Montallegro;Montallegro;Montallegro,Muntallegru;P;PPLA3;IT;Italy;;15;AG;084024;;2327;100;119;Europe/Rome;2014-04-13;Italy;37.39121, 13.35179
2524086;Mongrassano;Mongrassano;Mongrassano,Mungrasana;P;PPLA3;IT;Italy;;03;CS;078080;;563;540;517;Europe/Rome;2014-04-13;Italy;39.52644, 16.11225
2524096;Monastir;Monastir;Monasteri Sardenias,Monastir,Μοναστήρι Σαρδηνίας;P;PPLA3;IT;Italy;;14;SU;111041;;4246;83;80;Europe/Rome;2018-02-10;Italy;39.3836, 9.04445
2524116;Mogoro;Mogoro;Mogoro;P;PPLA3;IT;Italy;;14;OR;095029;;4190;132;142;Europe/Rome;2014-04-13;Italy;39.68415, 8.77661
2524143;Milo;Milo;Milo,Milu;P;PPLA3;IT;Italy;;15;CT;087026;;619;720;736;Europe/Rome;2014-04-13;Italy;37.7245, 15.11554
2524152;Milena;Milena;Milena,Milocca;P;PPLA3;IT;Italy;;15;CL;085010;;2840;436;438;Europe/Rome;2014-04-13;Italy;37.47133, 13.73613
2524255;Marineo;Marineo;Marineo;P;PPLA3;IT;Italy;;15;PA;082046;;6305;531;522;Europe/Rome;2014-04-13;Italy;37.95185, 13.41781
2524263;Marina di Ragusa;Marina di Ragusa;Marina di Ragusa,Marina-di-Raguza,Mazzareddi,Марина-ди-Рагуза;P;PPL;IT;Italy;;15;RG;088009;;3468;;23;Europe/Rome;2014-04-26;Italy;36.78575, 14.55474
2524300;Mangone;Mangone;Mangone;P;PPLA3;IT;Italy;;03;CS;078075;;580;805;753;Europe/Rome;2014-04-13;Italy;39.20437, 16.33262
2524328;Maierato;Maierato;Maerato,Maierato,Maieratum,Majerato,Majeratu,ma yi ai la tuo,maierato,Майерато,Маєрато,Մաիերատո,マイエラート,马伊埃拉托;P;PPLA3;IT;Italy;;03;VV;102020;;1879;258;353;Europe/Rome;2014-04-13;Italy;38.71111, 16.17532
2524479;Laconi;Laconi;Laconi,rakoni,ラーコニ;P;PPLA3;IT;Italy;;14;OR;095082;;1915;550;515;Europe/Rome;2014-04-13;Italy;39.85325, 9.05196
2524551;Guasila;Guasila;Guasila;P;PPLA3;IT;Italy;;14;SU;111033;;2687;211;205;Europe/Rome;2018-02-10;Italy;39.5598, 9.04404
2524593;Gizzeria;Gizzeria;Gizzeria;P;PPLA3;IT;Italy;;03;CZ;079060;;1416;630;558;Europe/Rome;2014-04-13;Italy;38.98025, 16.20671
2524641;Geraci Siculo;Geraci Siculo;Geraci,Geraci Siculo,Jiraci;P;PPLA3;IT;Italy;;15;PA;082037;;1815;1077;1061;Europe/Rome;2014-04-13;Italy;37.85901, 14.15333
2524683;Gairo Sant'Elena;Gairo Sant'Elena;Gairo,Gairo Nuoro;P;PPLA3;IT;Italy;;14;NU;091026;;1321;;692;Europe/Rome;2017-05-26;Italy;39.84972, 9.50472
2524861;Delianuova;Delianuova;Delianova,Delianuova;P;PPLA3;IT;Italy;;03;RC;080031;;3436;600;617;Europe/Rome;2014-04-13;Italy;38.23587, 15.91714
2525362;Carbonia;Carbonia;Carbonia,Carbònia,Karbonija,ka er bo ni ya,karubonia,Карбония,Карбонија,Карбонія,カルボーニア,卡尔博尼亚;P;PPLA2;IT;Italy;;14;SU;111009;;21664;111;94;Europe/Rome;2018-02-10;Italy;39.16465, 8.5213
2525461;Calascibetta;Calascibetta;Calascibetta,karashibetta,カラシベッタ;P;PPLA3;IT;Italy;;15;EN;086005;;3167;691;825;Europe/Rome;2014-04-13;Italy;37.59024, 14.2718
2525473;Cagliari;Cagliari;CAG,Cagliari,Cajari,Caliari,Caller,Caralis,Casteddu,Castel,Castèl,Càgliari,Càliari,Càller,Cáller,Kagliari,Kal'jari,Kal'jary,Kalari,Kaliari,Kaljari,Kaljaris,Kaljaro,Kaljāri,Kalyari,Lungsod ng Cagliari,ka li ya li,kagali'ari,kagliyari,kaglyary,kal ya ri,kaliyari,kalliali,kalyary,karyari,Κάλιαρι,Кальяри,Кальяры,Кальярі,Каляри,Каљари,Կալիարի,קליארי,كالياري,کالیاری,کاگلیاری,कगलिआरी,काग्लियारी,கலியாரி,กาลยารี,კალიარი,カリャリ,卡利亚里,卡利亞里,칼리아리;P;PPLA;IT;Italy;;14;CA;092009;;149257;6;41;Europe/Rome;2019-09-05;Italy;39.23054, 9.11917
2525543;Bivongi;Bivongi;Bivongi;P;PPLA3;IT;Italy;;03;RC;080010;;1388;270;275;Europe/Rome;2014-01-11;Italy;38.48328, 16.45251
2525647;Atzara;Atzara;Atzara;P;PPLA3;IT;Italy;;14;NU;091003;;1196;540;556;Europe/Rome;2014-04-13;Italy;39.99249, 9.07616
2525689;Arborea;Arborea;Arborea,Arboree,Mussolinia,Mussolinia di Sardegna,Villaggio Mussolini;P;PPLA3;IT;Italy;;14;OR;095006;;1896;7;9;Europe/Rome;2014-04-13;Italy;39.77276, 8.58129
2525720;Amica;Amica;Amica,Mica;P;PPL;IT;Italy;;03;CS;078157;;1403;34;36;Europe/Rome;2019-03-08;Italy;39.60085, 16.66694
2525736;Alliste;Alliste;Alliste;P;PPLA3;IT;Italy;;13;LE;075004;;4543;54;49;Europe/Rome;2014-04-13;Italy;39.94803, 18.08971
2525759;Aieta;Aieta;Aieta,Ajeta,aieta,アイエータ;P;PPLA3;IT;Italy;;03;CS;078005;;711;524;490;Europe/Rome;2014-01-11;Italy;39.9278, 15.82348
3163878;Zevio;Zevio;Zevio;P;PPLA3;IT;Italy;;20;VR;023097;;12035;;29;Europe/Rome;2012-02-15;Italy;45.37209, 11.12929
3164062;Virle Piemonte;Virle Piemonte;Virle Piemonte,ヴィルレ・ピエモンテ;P;PPLA3;IT;Italy;;12;TO;001310;;1099;246;248;Europe/Rome;2014-04-13;Italy;44.86369, 7.57033
3164419;Vicenza;Vicenza;VIC,Vicence,Vicenza,Vicenzsa,Vicetia,Vichenca,vuichentsua,Виченца,ヴィチェンツァ;P;PPLA2;IT;Italy;;20;VI;024116;;111980;39;45;Europe/Rome;2022-09-27;Italy;45.54672, 11.5475
3164530;Verolavecchia;Verolavecchia;Verolavecchia;P;PPLA3;IT;Italy;;09;BS;017196;;3489;68;63;Europe/Rome;2014-04-13;Italy;45.32862, 10.05493
3164876;Valle Agricola;Valle Agricola;;P;PPLA3;IT;Italy;;04;CE;061096;;971;691;696;Europe/Rome;2014-04-13;Italy;41.42477, 14.25584
3165201;Treviso;Treviso;TSF,Tarvisium,Trevise,Treviso,Trevixo,Trevizo,Trévise,torevuizo,trwwyzw,Тревизо,טרוויזו,トレヴィーゾ;P;PPLA2;IT;Italy;;20;TV;026086;;85760;15;13;Europe/Rome;2022-09-27;Italy;45.66673, 12.2416
3165222;Tresigallo-Final di Rero;Tresigallo-Final di Rero;Tresigallo;P;PPLA3;IT;Italy;;05;FE;038030;;3942;;1;Europe/Rome;2019-03-08;Italy;44.81598, 11.89472
3165267;Treggiaia;Treggiaia;;P;PPL;IT;Italy;;16;PI;050029;;1034;129;71;Europe/Rome;2014-01-11;Italy;43.62305, 10.67325
3165274;Trecchina;Trecchina;Trecchina;P;PPLA3;IT;Italy;;02;PZ;076092;;1373;500;503;Europe/Rome;2014-04-13;Italy;40.02611, 15.77585
3165275;Trecate;Trecate;Trecate;P;PPLA3;IT;Italy;;12;NO;003149;;19430;136;137;Europe/Rome;2014-04-13;Italy;45.43399, 8.7364
3165321;Transacqua;Transacqua;Transacqua,toransakkua,トランサックア;P;PPLA3;IT;Italy;;17;TN;022245;;2021;746;719;Europe/Rome;2016-11-12;Italy;46.17367, 11.83279
3165404;Torrice;Torrice;Torrice;P;PPLA3;IT;Italy;;07;FR;060079;;888;321;287;Europe/Rome;2014-04-13;Italy;41.63374, 13.40375
3165447;Torre di Santa Maria;Torre di Santa Maria;Torre Santa Maria,Torre di Santa Maria;P;PPLA3;IT;Italy;;09;SO;014067;;396;772;779;Europe/Rome;2014-04-13;Italy;46.23356, 9.85228
3165890;Tavenna;Tavenna;Tavenna;P;PPLA3;IT;Italy;;11;CB;070077;;731;550;547;Europe/Rome;2014-04-13;Italy;41.90898, 14.76176
3165930;Tarano;Tarano;Taramne,Tarano,Taranu,ta la nuo,talano,tarano,Тарано,Տարանո,タラーノ,塔拉诺,타라노;P;PPLA3;IT;Italy;;07;RI;057067;;185;234;230;Europe/Rome;2014-01-19;Italy;42.35593, 12.59497
3166133;Stio;Stio;Stio;P;PPLA3;IT;Italy;;04;SA;065145;;522;675;677;Europe/Rome;2014-04-13;Italy;40.3102, 15.25153
3166166;Stelvio;Stelvio;Stehl'via,Stel'vio,Stelvio,Stilfs,Stilvis,si tai er wei ao,suteruvuio,Στέλβιο,Стелвио,Стельвио,Стельвіо,Стэльвіа,Ստելվիո,ステルヴィオ,斯泰尔维奥;P;PPLA3;IT;Italy;;17;BZ;021095;;444;1310;1291;Europe/Rome;2014-04-13;Italy;46.59767, 10.5458
3166244;Spinetoli;Spinetoli;Spinetoli;P;PPLA3;IT;Italy;;10;AP;044071;;840;177;190;Europe/Rome;2014-04-13;Italy;42.88984, 13.76497
3166424;Solignano Nuovo;Solignano Nuovo;Solignano,Solignano Nuovo;P;PPL;IT;Italy;;05;MO;036008;;1632;113;118;Europe/Rome;2014-01-11;Italy;44.52746, 10.92626
3166434;Soldano;Soldano;O Saudan,Soldano;P;PPLA3;IT;Italy;;08;IM;008058;;664;80;93;Europe/Rome;2014-04-13;Italy;43.82954, 7.65627
3166959;Scarmagno;Scarmagno;Scarmagn,Scarmagno,sukarumanyo,スカルマーニョ;P;PPLA3;IT;Italy;;12;TO;001261;;380;278;283;Europe/Rome;2014-04-13;Italy;45.38492, 7.8411
3167012;Scafa;Scafa;Scafa;P;PPLA3;IT;Italy;;01;PE;068039;;2536;108;120;Europe/Rome;2014-04-13;Italy;42.26575, 13.99665
3167045;Sauze d'Oulx;Sauze d'Oulx;Salice d'Ulzio,Sauze D'Oulx,Sauze d'Oulx,サウゼ・ドゥルクス;P;PPLA3;IT;Italy;;12;TO;001259;;1096;1509;1537;Europe/Rome;2014-04-13;Italy;45.02659, 6.86074
3167184;San Vito dei Normanni;San Vito dei Normanni;San Vito de' Normanni;P;PPLA3;IT;Italy;;13;BR;074017;;17617;108;111;Europe/Rome;2014-04-13;Italy;40.65642, 17.70814
3167368;Sant'Arpino;Sant'Arpino;S. Arpino,Sant'Arpino;P;PPLA3;IT;Italy;;04;CE;061087;;12028;43;44;Europe/Rome;2014-04-13;Italy;40.95716, 14.25075
3167484;Sant'Andrea del Garigliano;Sant'Andrea del Garigliano;Sant'Andrea,Sant'Andrea del Garigliano;P;PPLA3;IT;Italy;;07;FR;060066;;516;176;146;Europe/Rome;2014-04-13;Italy;41.36868, 13.84198
3167637;Santa Giustina;Santa Giustina;;P;PPL;IT;Italy;;05;RN;099014;;1865;29;28;Europe/Rome;2014-01-11;Italy;44.06778, 12.485
3167647;Sant'Agata de'Goti;Sant'Agata de'Goti;Fanum Sanctae Agathae Gothorum,Sant'Agata de' Goti,Sant'Agata de'Goti,Sant'Agata di Goti,Sant'Agata dî Goti,Saticula,Satikola;P;PPLA3;IT;Italy;;04;BN;062070;;11558;;165;Europe/Rome;2020-05-27;Italy;41.08932, 14.49743
3167751;San Salvo;San Salvo;San Salvo;P;PPLA3;IT;Italy;;01;CH;069083;;17123;100;78;Europe/Rome;2015-07-21;Italy;42.04413, 14.73335
3167800;San Polo d'Enza;San Polo d'Enza;San Polo d'Enza;P;PPLA3;IT;Italy;;05;RE;035038;;4158;166;175;Europe/Rome;2014-04-13;Italy;44.6269, 10.42667
3167837;San Pietro al Natisone;San Pietro al Natisone;San Pieri dai Sclavons,San Pietro,San Pietro al Natisone;P;PPLA3;IT;Italy;;06;UD;030103;;1445;175;158;Europe/Rome;2014-04-13;Italy;46.11444, 13.48296
3167941;Sannicandro di Bari;Sannicandro di Bari;San Nicandro,Sannicandro di Bari;P;PPLA3;IT;Italy;;13;BA;072040;;9261;183;180;Europe/Rome;2014-04-13;Italy;41.00047, 16.79714
3167960;San Michele di Serino;San Michele di Serino;San Michele di Serino;P;PPLA3;IT;Italy;;04;AV;064084;;1305;364;355;Europe/Rome;2014-01-16;Italy;40.87562, 14.85464
3167994;San Massimo;San Massimo;San Massimo;P;PPLA3;IT;Italy;;11;CB;070070;;328;630;615;Europe/Rome;2014-01-11;Italy;41.49292, 14.41023
3168076;San Marco Evangelista;San Marco Evangelista;San Marco Evangelista;P;PPLA3;IT;Italy;;04;CE;061104;;6296;45;48;Europe/Rome;2014-04-13;Italy;41.03702, 14.33979
3168123;San Lorenzo;San Lorenzo;;P;PPLA3;IT;Italy;;12;VB;103012;;85;980;986;Europe/Rome;2014-01-19;Italy;46.1272, 8.20065
3168326;San Giacomo delle Segnate;San Giacomo delle Segnate;San Giacomo delle Segnate;P;PPLA3;IT;Italy;;09;MN;020056;;1264;16;15;Europe/Rome;2014-04-13;Italy;44.97418, 11.03434
3168338;San Gervasio Bresciano;San Gervasio Bresciano;San Gervasio Bresciano;P;PPLA3;IT;Italy;;09;BS;017172;;2288;57;56;Europe/Rome;2014-04-13;Italy;45.30774, 10.14652
3168435;Sandigliano;Sandigliano;Sandighano,Sandigliano;P;PPLA3;IT;Italy;;12;BI;096059;;1645;323;325;Europe/Rome;2014-04-13;Italy;45.52204, 8.0766
3168608;Salvaterra;Salvaterra;;P;PPL;IT;Italy;;05;RE;035012;;3643;75;76;Europe/Rome;2014-04-13;Italy;44.59925, 10.7686
3168614;Salussola;Salussola;Salussola;P;PPLA3;IT;Italy;;12;BI;096058;;620;289;260;Europe/Rome;2014-04-13;Italy;45.44666, 8.111
3168650;Saline;Saline;Saline,Saline di Volterra;P;PPL;IT;Italy;;16;PI;050039;;1143;72;71;Europe/Rome;2014-04-13;Italy;43.36185, 10.81354
3168655;Saliceto;Saliceto;Saliceto,saricheto,サリチェート;P;PPLA3;IT;Italy;;12;CN;004201;;792;389;391;Europe/Rome;2014-01-11;Italy;44.41334, 8.16864
3168676;Salento;Salento;;P;PPLA3;IT;Italy;;04;SA;065115;;760;420;419;Europe/Rome;2014-04-13;Italy;40.24913, 15.18938
3168881;Rottanova;Rottanova;;P;PPL;IT;Italy;;20;VE;027006;;1046;;1;Europe/Rome;2014-04-19;Italy;45.14361, 12.01849
3169036;Romeno;Romeno;Romeno,romeno,ロメーノ;P;PPLA3;IT;Italy;;17;TN;022155;;731;961;964;Europe/Rome;2014-04-13;Italy;46.39452, 11.1192
3169059;Romanengo;Romanengo;Romanengo,Romanengo vald,Rumanench,Rumanénch,luo ma nen ge,romanengo,Романенго,Ռոմանենգո,ロマネンゴ,罗马嫩戈;P;PPLA3;IT;Italy;;09;CR;019086;;2921;83;81;Europe/Rome;2014-04-13;Italy;45.37815, 9.78777
3169112;Rocchetta di Vara;Rocchetta di Vara;A Rocheta,Rocchetta di Vara;P;PPLA3;IT;Italy;;08;SP;011025;;149;220;220;Europe/Rome;2014-04-13;Italy;44.25059, 9.75791
3169139;Rocca San Felice;Rocca San Felice;Rocca San Felice;P;PPLA3;IT;Italy;;04;AV;064079;;358;750;733;Europe/Rome;2014-04-13;Italy;40.95014, 15.16656
3169267;Riva Ligure;Riva Ligure;Riva Ligure;P;PPLA3;IT;Italy;;08;IM;008050;;2496;2;13;Europe/Rome;2014-04-13;Italy;43.83883, 7.87935
3169502;Remanzacco;Remanzacco;Ramanzas,Remanzacco;P;PPLA3;IT;Italy;;06;UD;030091;;3399;110;110;Europe/Rome;2014-04-13;Italy;46.08535, 13.32358
3169541;Recale;Recale;Recale;P;PPLA3;IT;Italy;;04;CE;061067;;7553;43;43;Europe/Rome;2014-04-13;Italy;41.05702, 14.3027
3169750;Puos d'Alpago;Puos d'Alpago;Puos,Puos d'Alpago;P;PPLA3;IT;Italy;;20;BL;025072;;1547;419;416;Europe/Rome;2016-11-12;Italy;46.14154, 12.36176
3169769;Puianello;Puianello;;P;PPL;IT;Italy;;05;RE;035030;;1443;140;143;Europe/Rome;2014-01-11;Italy;44.6263, 10.5642
3169921;Prato;Prato;Prato,Pratu,Pre,Prè,bratw,pu la tuo,purato,Прато,براتو,プラート,普拉托;P;PPLA2;IT;Italy;;16;PO;100005;;195089;61;71;Europe/Rome;2022-09-27;Italy;43.8805, 11.09699
3170033;Postioma;Postioma;;P;PPL;IT;Italy;;20;TV;026055;;2538;55;52;Europe/Rome;2014-04-13;Italy;45.71753, 12.15218
3170051;Positano;Positano;Posidianum,Positano,Positanu,Pozitano,Pusitano,bo xi ta nuo,po si ta no,pojitano,positano,pwzytanw,Позитано,Позітано,Պոզիտանո,پوزیتانو,โปซีตาโน,პოზიტანო,ポジターノ,波西塔諾,포시타노;P;PPLA3;IT;Italy;;04;SA;065100;;2334;30;120;Europe/Rome;2014-01-11;Italy;40.62829, 14.48427
3170069;Porto Torres;Porto Torres;Porto Torres,Porto-Torres,Порто-Торрес;P;PPLA3;IT;Italy;;14;SS;090058;;21653;5;22;Europe/Rome;2019-09-28;Italy;40.83375, 8.40531
3170166;Porano;Porano;;P;PPLA3;IT;Italy;;18;TR;055028;;1624;444;439;Europe/Rome;2014-04-13;Italy;42.68099, 12.10331
3170191;Pontremoli;Pontremoli;Pontremoli,pontoremori,ポントレーモリ;P;PPLA3;IT;Italy;;16;MS;045014;;5208;236;245;Europe/Rome;2014-01-11;Italy;44.37515, 9.87888
3170259;Ponte Gardena;Ponte Gardena;Ponte Gardena,Ponte all'Isarco,Ponte in Gardena,Ponte-Gardena,Ponteh-Gardehna,Sublavio,Waidbruch,Waidbruck,peng tai jia er de na,Понте-Гардена,Понтэ-Гардэна,Պոնտե Գարդենա,ポンテ・ガルデーナ,蓬泰加尔德纳;P;PPLA3;IT;Italy;;17;BZ;021065;;157;470;469;Europe/Rome;2014-04-13;Italy;46.59712, 11.53088
3170370;Pollone;Pollone;Pollone;P;PPLA3;IT;Italy;;12;BI;096046;;1663;630;567;Europe/Rome;2014-01-11;Italy;45.57976, 8.00592
3170457;Poggiomarino;Poggiomarino;Poggiomarino,pojjomarino,ポッジョマリーノ;P;PPLA3;IT;Italy;;04;NA;063055;;19451;26;29;Europe/Rome;2015-08-01;Italy;40.80114, 14.54066
3170895;Piazza Brembana;Piazza Brembana;Piazza Brembana;P;PPLA3;IT;Italy;;09;BG;016164;;1218;536;515;Europe/Rome;2014-04-13;Italy;45.94769, 9.6733
3170899;Piazza;Piazza;;P;PPLA3;IT;Italy;;09;BS;017081;;13507;186;163;Europe/Rome;2014-05-20;Italy;45.58725, 10.15526
3171058;Piacenza;Piacenza;P'jachehnca,P'jachenca,Piacenza,Piaseinsa,Piasensa,Piasëinsa,Placencia,Placentia,Placência,Plaisance,Plasencia,QPZ,pi ya qin cha,piachentsua,pyachnza,П'ячэнца,Пьяченца,پیاچنزا,ピアチェンツァ,皮亚琴察;P;PPLA2;IT;Italy;;05;PC;033032;;103607;61;65;Europe/Rome;2022-09-27;Italy;45.05242, 9.69342
3171083;Petruro Irpino;Petruro Irpino;;P;PPLA3;IT;Italy;;04;AV;064071;;247;500;491;Europe/Rome;2014-01-16;Italy;41.03192, 14.79754
3171124;Pesco Sannita;Pesco Sannita;Pesco Sannita,Pescolamazza;P;PPLA3;IT;Italy;;04;BN;062050;;1125;393;418;Europe/Rome;2014-04-13;Italy;41.23273, 14.81122
3171439;Paruzzaro;Paruzzaro;Paruzzaro;P;PPLA3;IT;Italy;;12;NO;003114;;1999;334;332;Europe/Rome;2014-04-13;Italy;45.74818, 8.51486
3171483;Parabita;Parabita;Parabita;P;PPLA3;IT;Italy;;13;LE;075059;;8739;80;87;Europe/Rome;2014-04-13;Italy;40.05139, 18.12651
3171570;Palmariggi;Palmariggi;Palmariggi;P;PPLA3;IT;Italy;;13;LE;075058;;1554;99;95;Europe/Rome;2014-04-13;Italy;40.13099, 18.37863
3171573;Palmanova;Palmanova;Palmanov,Palmanova,Palme;P;PPLA3;IT;Italy;;06;UD;030070;;2515;27;27;Europe/Rome;2014-04-13;Italy;45.9054, 13.30998
3171625;Palazzolo dello Stella;Palazzolo dello Stella;Palacul,Palazzolo,Palazzolo dello Stella;P;PPLA3;IT;Italy;;06;UD;030069;;2544;5;2;Europe/Rome;2014-04-13;Italy;45.79823, 13.08776
3171675;Pagnona;Pagnona;Pagnona;P;PPLA3;IT;Italy;;09;LC;097063;;402;790;851;Europe/Rome;2014-01-16;Italy;46.05969, 9.40274
3171728;Padova;Padova;Padoa,Padoue,Padova,Padovo,Padua,Paduja,Padwa,Patavium,Pàdua,Pádua,QPA,badwfa,pa duo wa,padoba,padovua,Падова,Падуа,Падуя,פאדובה,بادوفا,პადუა,パドヴァ,帕多瓦,파도바;P;PPLA2;IT;Italy;;20;PD;028060;;203725;12;18;Europe/Rome;2018-08-03;Italy;45.40797, 11.88586
3171742;Paderno Ponchielli;Paderno Ponchielli;Paderno Ossolaro;P;PPLA3;IT;Italy;;09;CR;019065;;886;58;59;Europe/Rome;2014-04-13;Italy;45.23797, 9.92876
3171758;Ozzano Monferrato;Ozzano Monferrato;Ozzano,Ozzano Monferrato;P;PPLA3;IT;Italy;;12;AL;006123;;1129;246;198;Europe/Rome;2014-04-13;Italy;45.10592, 8.37238
3171807;Osteno-Claino;Osteno-Claino;;P;PPLA3;IT;Italy;;09;CO;013071;;500;;383;Europe/Rome;2014-05-20;Italy;46.00367, 9.08741
3172075;Olevano di Lomellina;Olevano di Lomellina;Olevano di Lomellina;P;PPLA3;IT;Italy;;09;PV;018104;;745;108;106;Europe/Rome;2014-04-13;Italy;45.21322, 8.7175
3172099;Oglianico;Oglianico;Oglianico,orianiko,オリアーニコ;P;PPLA3;IT;Italy;;12;TO;001170;;973;326;331;Europe/Rome;2014-04-13;Italy;45.34154, 7.69196
3172199;Notaresco;Notaresco;Notaresco;P;PPLA3;IT;Italy;;01;TE;067032;;2656;267;241;Europe/Rome;2014-04-13;Italy;42.65742, 13.89491
3172240;Noci;Noci;Noci,nochi,ノーチ;P;PPLA3;IT;Italy;;13;BA;072031;;15383;420;422;Europe/Rome;2014-04-13;Italy;40.79356, 17.12681
3172375;Narzole;Narzole;Narzole;P;PPLA3;IT;Italy;;12;CN;004147;;1515;325;328;Europe/Rome;2014-04-13;Italy;44.59441, 7.86765
3172528;Mosnigo;Mosnigo;;P;PPL;IT;Italy;;20;TV;026048;;1333;128;132;Europe/Rome;2014-04-13;Italy;45.86303, 12.07852
3172569;Morro d'Oro;Morro d'Oro;Morro d'Oro;P;PPLA3;IT;Italy;;01;TE;067029;;335;210;208;Europe/Rome;2014-04-13;Italy;42.66291, 13.92129
3172653;Montone;Montone;;P;PPLA3;IT;Italy;;18;PG;054033;;567;482;429;Europe/Rome;2014-04-13;Italy;43.36078, 12.32346
3172740;Montesarchio;Montesarchio;Caudium,Montesarchio;P;PPLA3;IT;Italy;;04;BN;062043;;10516;300;298;Europe/Rome;2014-04-13;Italy;41.06227, 14.64096
3172838;Montemesola;Montemesola;Montemesola;P;PPLA3;IT;Italy;;13;TA;073017;;4016;178;189;Europe/Rome;2014-04-13;Italy;40.5676, 17.33665
3172893;Monte Grimano;Monte Grimano;Monte Grimano;P;PPL;IT;Italy;;18;PG;054041;;1178;;751;Europe/Rome;2018-12-05;Italy;43.46667, 12.46667
3172932;Monteferrante;Monteferrante;Monteferrante;P;PPLA3;IT;Italy;;01;CH;069052;;190;800;777;Europe/Rome;2014-04-13;Italy;41.95396, 14.38856
3173073;Montanaso Lombardo;Montanaso Lombardo;;P;PPLA3;IT;Italy;;09;LO;098040;;1810;83;84;Europe/Rome;2014-04-13;Italy;45.33522, 9.46551
3173317;Moglia;Moglia;Moglia;P;PPLA3;IT;Italy;;09;MN;020035;;3918;20;16;Europe/Rome;2014-04-13;Italy;44.93561, 10.91463
3173328;Modolo;Modolo;Modolo;P;PPLA3;IT;Italy;;14;OR;095084;;181;;134;Europe/Rome;2012-03-04;Italy;40.27535, 8.53002
3173577;Merano;Merano;Meran,Merano,Merona,VKB,merano,Мерано,メラーノ;P;PPLA3;IT;Italy;;17;BZ;021051;;41051;325;310;Europe/Rome;2022-09-27;Italy;46.66817, 11.15953
3173617;Roccasecca Stazione;Roccasecca Stazione;Melfa,Torre di Melfa;P;PPL;IT;Italy;;07;FR;060060;;3029;;134;Europe/Rome;2014-05-17;Italy;41.53333, 13.65
3173827;Marzano Appio;Marzano;;P;PPL;IT;Italy;;04;CE;061050;;3087;;296;Europe/Rome;1993-12-10;Italy;41.31772, 14.04502
3174265;Magliano;Magliano;Magliano;P;PPL;IT;Italy;;13;LE;075014;;2407;33;38;Europe/Rome;2014-04-13;Italy;40.3374, 18.06287
3174574;Lorenzago di Cadore;Lorenzago di Cadore;Lorenzago di Cadore;P;PPLA3;IT;Italy;;20;BL;025032;;553;883;890;Europe/Rome;2014-04-13;Italy;46.47954, 12.45984
3174728;Ligonchio;Ligonchio;Ligonchio;P;PPLA3;IT;Italy;;05;RE;035046;;257;949;976;Europe/Rome;2016-11-12;Italy;44.31635, 10.34224
3175002;Lavenone;Lavenone;Lavenone,ravuenone,ラヴェノーネ;P;PPLA3;IT;Italy;;09;BS;017087;;506;385;367;Europe/Rome;2014-04-13;Italy;45.73853, 10.4393
3175061;Latiano;Latiano;Latiano;P;PPLA3;IT;Italy;;13;BR;074009;;14662;97;102;Europe/Rome;2014-04-13;Italy;40.55052, 17.71856
3175074;Lastra a Signa;Lastra a Signa;Lastra a Signa;P;PPLA3;IT;Italy;;16;FI;048024;;11504;36;37;Europe/Rome;2014-01-11;Italy;43.76998, 11.11271
3175499;Introbio;Introbio;Introbio;P;PPLA3;IT;Italy;;09;LC;097040;;1954;586;573;Europe/Rome;2014-04-13;Italy;45.97387, 9.44998
3175615;Barba;Barba;;P;PPL;IT;Italy;;16;PT;047017;;1218;;40;Europe/Rome;2016-11-13;Italy;43.88291, 10.97608
3175697;Guardistallo;Guardistallo;Guardistallo;P;PPLA3;IT;Italy;;16;PI;050015;;859;278;251;Europe/Rome;2014-04-13;Italy;43.31408, 10.62944
